oznaka,naslov,posta,program,opis,povrsina_tlorisna_neto,lastniski_delez
439,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
440,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
441,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
442,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
443,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
444,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
445,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
446,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
447,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
448,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
449,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
450,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
451,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
452,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
453,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
454,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
455,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
456,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
457,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
458,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
459,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
460,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
461,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
462,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
463,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
464,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
465,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
466,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
467,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
468,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
469,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
470,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
471,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
472,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
473,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
474,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
475,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
476,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
477,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
478,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
479,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
480,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
481,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
482,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
483,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
484,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
485,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
486,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
487,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
488,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
489,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
490,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
491,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
492,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
493,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
494,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
495,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
496,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
497,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
498,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
499,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
500,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
501,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
502,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
503,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
504,Delpinova ulica 18 B,5000,PARK,Parkirno mesto ,10.00,0.0004
505,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
506,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
507,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
508,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
509,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
510,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
511,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
512,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
513,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
514,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
515,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
516,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
517,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
518,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
519,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
520,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
521,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
522,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
523,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
524,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
525,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
526,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
527,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
528,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
529,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
530,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
531,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
532,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
533,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
534,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
535,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
536,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
537,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
538,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
539,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
540,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
541,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
542,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
543,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
544,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
545,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
546,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
547,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
548,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
549,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
550,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
551,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
552,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
553,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
554,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
555,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
556,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
557,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
558,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
559,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
560,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
561,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
562,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
563,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
564,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
565,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
566,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
567,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
568,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
569,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
570,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
571,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
572,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
573,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
574,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
575,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
576,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
578,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
579,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
580,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
581,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
582,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
583,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
584,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
585,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
586,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
587,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
588,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
589,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
590,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
591,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
592,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
593,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
594,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
595,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
596,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
597,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
598,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
599,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
600,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
601,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
602,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
603,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
604,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
605,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
606,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
607,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
608,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
609,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
610,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
611,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
612,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
613,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
614,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
615,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
616,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
617,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
618,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
619,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
620,Delpinova ulica 18 B,5000,PARK,Parkirno mesto ,10.00,0.0004
621,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
622,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
623,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - VIP,15.00,0.0006
624,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - VIP,15.00,0.0006
625,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - VIP,15.00,0.0006
626,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
627,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - VIP,15.00,0.0006
628,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - VIP,15.00,0.0006
629,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - VIP,15.00,0.0006
630,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - VIP,15.00,0.0006
631,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - VIP,15.00,0.0006
632,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
633,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
634,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
635,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
636,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
637,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
638,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
639,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
640,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
641,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
642,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
643,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
644,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
645,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
646,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
647,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
648,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
649,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
650,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
651,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
652,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
653,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
654,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
655,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
656,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
657,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
658,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
659,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
660,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
661,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
662,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
663,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
664,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
665,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
666,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
667,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
668,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
669,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
670,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
671,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - mot.kolesa,3.00,0.0001
672,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
673,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
674,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
675,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
676,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
677,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
678,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
679,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
680,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
681,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
682,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
683,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
684,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
685,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
686,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
687,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
688,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
689,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
690,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
691,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
692,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
693,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
694,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
695,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
696,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
697,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
698,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
699,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
700,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
701,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
702,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
703,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
704,Delpinova ulica 18 B,5000,PARK,Parkirno mesto - invalidi,10.00,0.0004
706,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
707,Delpinova ulica 18 B,5000,PARK,Parkirno mesto,10.00,0.0004
708,Delpinova ulica 18 B,5000,TRG,Pasaža,161.77,0.0014
709,Delpinova ulica 18 B,5000,PIS,Poslovna recepcija,44.53,0.0019
710,Delpinova ulica 18 B,5000,TRG,Predprostor,7.54,0.0003
